10,1008,12:09:16 14/03/2022,-68
10,2001,12:09:16 14/03/2022,-75
10,2001,12:09:26 14/03/2022,-76
10,1008,12:09:26 14/03/2022,-67
10,1003,12:09:26 14/03/2022,-82
10,2001,12:09:36 14/03/2022,-75
10,1008,12:09:36 14/03/2022,-78
10,1003,12:09:36 14/03/2022,-77
10,1003,12:09:46 14/03/2022,-74
10,2001,12:09:46 14/03/2022,-76
10,1008,12:09:56 14/03/2022,-70
10,1003,12:09:56 14/03/2022,-72
10,2001,12:09:56 14/03/2022,-76
10,2001,12:10:06 14/03/2022,-74
10,1008,12:10:16 14/03/2022,-74
10,1003,12:10:16 14/03/2022,-73
10,2001,12:10:16 14/03/2022,-74
10,2001,12:10:26 14/03/2022,-73
10,1008,12:10:26 14/03/2022,-71
10,2003,12:10:26 14/03/2022,-73
10,1003,12:10:36 14/03/2022,-75
10,2001,12:10:36 14/03/2022,-74
10,1008,12:10:36 14/03/2022,-72
10,1008,12:10:46 14/03/2022,-71
10,2003,12:10:46 14/03/2022,-74
10,1003,12:10:46 14/03/2022,-77
10,2001,12:10:46 14/03/2022,-73
10,2001,12:10:56 14/03/2022,-76
10,2003,12:10:56 14/03/2022,-73
10,2001,12:11:06 14/03/2022,-75
10,2003,12:11:06 14/03/2022,-71
10,1008,12:11:06 14/03/2022,-71
10,2003,12:11:16 14/03/2022,-71
10,2001,12:11:16 14/03/2022,-78
10,1003,12:11:16 14/03/2022,-75
10,2003,12:11:26 14/03/2022,-68
10,1008,12:11:26 14/03/2022,-74
10,2003,12:11:36 14/03/2022,-74
10,1008,12:11:36 14/03/2022,-68
10,1008,12:11:46 14/03/2022,-72
10,2001,12:11:46 14/03/2022,-72
10,2003,12:11:46 14/03/2022,-76
10,1003,12:11:46 14/03/2022,-77
10,2003,12:11:56 14/03/2022,-79
10,2001,12:11:56 14/03/2022,-75
10,1008,12:11:56 14/03/2022,-73
10,1008,12:12:05 14/03/2022,-73
10,2001,12:12:06 14/03/2022,-76
10,1003,12:12:06 14/03/2022,-78
10,2001,12:12:16 14/03/2022,-72
10,1008,12:12:26 14/03/2022,-81
10,2001,12:12:26 14/03/2022,-72
10,1003,12:12:26 14/03/2022,-72
10,2003,12:12:35 14/03/2022,-69
10,1003,12:12:35 14/03/2022,-74
10,1008,12:12:36 14/03/2022,-81
10,2001,12:12:36 14/03/2022,-72
10,2001,12:12:45 14/03/2022,-71
10,1008,12:12:46 14/03/2022,-80
10,2003,12:12:46 14/03/2022,-68
10,1003,12:12:46 14/03/2022,-73
10,2001,12:12:55 14/03/2022,-72
10,2003,12:12:56 14/03/2022,-68
10,1003,12:12:56 14/03/2022,-72
10,1008,12:12:56 14/03/2022,-80
10,2003,12:13:05 14/03/2022,-68
10,1008,12:13:06 14/03/2022,-79
10,2001,12:13:06 14/03/2022,-71
10,1003,12:13:06 14/03/2022,-73
10,2003,12:13:15 14/03/2022,-68
10,1003,12:13:16 14/03/2022,-72
10,2001,12:13:16 14/03/2022,-70
10,2001,12:13:25 14/03/2022,-71
10,2003,12:13:26 14/03/2022,-68
10,1003,12:13:35 14/03/2022,-74
10,2001,12:13:35 14/03/2022,-71
10,2003,12:13:36 14/03/2022,-68
10,1003,12:13:45 14/03/2022,-73
10,2003,12:13:46 14/03/2022,-69
10,2001,12:13:55 14/03/2022,-71
10,1003,12:13:55 14/03/2022,-74
10,2003,12:13:55 14/03/2022,-68
10,2001,12:14:05 14/03/2022,-71
10,1003,12:14:05 14/03/2022,-73
10,2003,12:14:05 14/03/2022,-68
10,1008,12:14:15 14/03/2022,-81
10,1003,12:14:15 14/03/2022,-78
10,1003,12:14:25 14/03/2022,-79
10,1008,12:14:25 14/03/2022,-81
10,2001,12:14:25 14/03/2022,-76
10,2001,12:14:35 14/03/2022,-76
10,2003,12:14:35 14/03/2022,-74
10,1003,12:14:35 14/03/2022,-78
10,2001,12:14:45 14/03/2022,-76
10,1003,12:14:45 14/03/2022,-79
10,1003,12:14:55 14/03/2022,-78
10,2003,12:14:55 14/03/2022,-74
10,2001,12:14:55 14/03/2022,-76
10,2001,12:15:05 14/03/2022,-76
10,2003,12:15:05 14/03/2022,-74
10,1003,12:15:05 14/03/2022,-77
10,1008,12:15:05 14/03/2022,-80
10,2001,12:15:15 14/03/2022,-76
10,2003,12:15:15 14/03/2022,-74
10,1003,12:15:15 14/03/2022,-79
10,1008,12:15:25 14/03/2022,-79
10,2001,12:15:25 14/03/2022,-77
10,2003,12:15:25 14/03/2022,-74
10,1003,12:15:25 14/03/2022,-78
10,1003,12:15:35 14/03/2022,-78
10,2003,12:15:35 14/03/2022,-74
10,1008,12:15:35 14/03/2022,-80
10,2001,12:15:35 14/03/2022,-77
10,2003,12:15:45 14/03/2022,-74
10,2001,12:15:45 14/03/2022,-77
10,1008,12:15:45 14/03/2022,-81
10,1003,12:15:45 14/03/2022,-78
10,2001,12:15:55 14/03/2022,-77
10,2003,12:15:55 14/03/2022,-74
10,1003,12:15:55 14/03/2022,-79
10,1008,12:16:05 14/03/2022,-81
10,2003,12:16:05 14/03/2022,-72
10,2001,12:16:05 14/03/2022,-76
10,1003,12:16:05 14/03/2022,-77
10,1008,12:16:15 14/03/2022,-79
10,1003,12:16:15 14/03/2022,-80
10,2003,12:16:15 14/03/2022,-80
10,2003,12:16:25 14/03/2022,-78
10,1003,12:16:25 14/03/2022,-82
10,2003,12:16:35 14/03/2022,-78
10,1003,12:16:35 14/03/2022,-79
10,2003,12:16:55 14/03/2022,-77
10,2001,12:16:55 14/03/2022,-80
10,2001,12:17:05 14/03/2022,-79
10,1003,12:17:15 14/03/2022,-82
10,2003,12:17:35 14/03/2022,-77
10,1008,12:17:35 14/03/2022,-82
10,2003,12:17:45 14/03/2022,-78
10,2003,12:17:55 14/03/2022,-77
10,2001,12:17:55 14/03/2022,-80
10,2003,12:18:05 14/03/2022,-79
10,2001,12:18:05 14/03/2022,-81
10,2001,12:18:15 14/03/2022,-80
10,5,12:39:25 14/03/2022,-68
