5,1008,12:08:34 14/03/2022,-72
5,2001,12:08:34 14/03/2022,-75
5,1003,12:08:44 14/03/2022,-80
5,1008,12:08:44 14/03/2022,-72
5,2001,12:08:44 14/03/2022,-76
5,1008,12:08:54 14/03/2022,-76
5,2001,12:08:54 14/03/2022,-74
5,2001,12:09:04 14/03/2022,-80
5,1008,12:09:04 14/03/2022,-72
5,1003,12:09:04 14/03/2022,-72
5,1003,12:09:14 14/03/2022,-72
5,2001,12:09:14 14/03/2022,-80
5,1008,12:09:14 14/03/2022,-72
5,1003,12:09:24 14/03/2022,-72
5,2001,12:09:24 14/03/2022,-77
5,1003,12:09:34 14/03/2022,-77
5,2001,12:09:34 14/03/2022,-78
5,2001,12:09:44 14/03/2022,-74
5,1008,12:09:44 14/03/2022,-76
5,2003,12:09:44 14/03/2022,-73
5,2001,12:09:54 14/03/2022,-74
5,1003,12:09:54 14/03/2022,-79
5,1008,12:09:54 14/03/2022,-75
5,1008,12:10:04 14/03/2022,-74
5,1003,12:10:04 14/03/2022,-77
5,2001,12:10:04 14/03/2022,-79
5,1008,12:10:24 14/03/2022,-76
5,1003,12:10:24 14/03/2022,-77
5,2001,12:10:24 14/03/2022,-78
5,2003,12:10:24 14/03/2022,-74
5,2001,12:10:34 14/03/2022,-77
5,1008,12:10:34 14/03/2022,-80
5,2003,12:10:34 14/03/2022,-72
5,1003,12:10:34 14/03/2022,-75
5,1003,12:10:44 14/03/2022,-77
5,2001,12:10:44 14/03/2022,-83
5,2003,12:10:44 14/03/2022,-73
5,1008,12:10:44 14/03/2022,-74
5,1008,12:10:54 14/03/2022,-74
5,1003,12:10:54 14/03/2022,-79
5,2001,12:10:54 14/03/2022,-81
5,2003,12:10:54 14/03/2022,-76
5,1008,12:11:04 14/03/2022,-80
5,2003,12:11:04 14/03/2022,-77
5,1003,12:11:14 14/03/2022,-74
5,2003,12:11:14 14/03/2022,-77
5,1008,12:11:14 14/03/2022,-76
5,2001,12:11:14 14/03/2022,-76
5,2003,12:11:24 14/03/2022,-80
5,1003,12:11:24 14/03/2022,-79
5,2001,12:11:24 14/03/2022,-80
5,2003,12:11:34 14/03/2022,-79
5,2001,12:11:34 14/03/2022,-74
5,1003,12:11:34 14/03/2022,-76
5,2001,12:11:44 14/03/2022,-73
5,1003,12:11:44 14/03/2022,-72
5,1003,12:11:54 14/03/2022,-71
5,2003,12:11:54 14/03/2022,-79
5,2001,12:11:54 14/03/2022,-73
5,1003,12:12:04 14/03/2022,-78
5,1003,12:12:14 14/03/2022,-76
5,2001,12:12:24 14/03/2022,-76
5,1003,12:12:24 14/03/2022,-76
5,2003,12:12:34 14/03/2022,-73
5,2001,12:12:34 14/03/2022,-76
5,1003,12:12:34 14/03/2022,-76
5,1008,12:12:34 14/03/2022,-85
5,1003,12:12:44 14/03/2022,-77
5,2003,12:12:44 14/03/2022,-75
5,2001,12:12:44 14/03/2022,-76
5,2003,12:12:54 14/03/2022,-75
5,2001,12:12:54 14/03/2022,-77
5,1003,12:13:04 14/03/2022,-75
5,2001,12:13:13 14/03/2022,-76
5,1003,12:13:14 14/03/2022,-76
5,2003,12:13:14 14/03/2022,-74
5,1003,12:13:24 14/03/2022,-77
5,2003,12:13:24 14/03/2022,-74
5,2001,12:13:24 14/03/2022,-76
5,1003,12:13:34 14/03/2022,-75
5,2003,12:13:34 14/03/2022,-75
5,1003,12:13:43 14/03/2022,-80
5,2001,12:13:43 14/03/2022,-75
5,2003,12:13:54 14/03/2022,-76
5,1003,12:14:03 14/03/2022,-78
5,2001,12:14:23 14/03/2022,-78
5,2003,12:14:23 14/03/2022,-78
5,1008,12:14:33 14/03/2022,-82
5,2003,12:14:33 14/03/2022,-79
5,2001,12:14:33 14/03/2022,-80
5,1003,12:14:43 14/03/2022,-81
5,2003,12:14:43 14/03/2022,-77
5,1008,12:14:43 14/03/2022,-82
5,2003,12:14:53 14/03/2022,-77
5,1003,12:14:53 14/03/2022,-80
5,1008,12:14:53 14/03/2022,-81
5,2003,12:15:03 14/03/2022,-78
5,1008,12:15:03 14/03/2022,-81
5,2001,12:15:03 14/03/2022,-79
5,1003,12:15:03 14/03/2022,-81
5,1003,12:15:13 14/03/2022,-81
5,2003,12:15:13 14/03/2022,-78
5,1008,12:15:13 14/03/2022,-82
5,2001,12:15:13 14/03/2022,-81
5,1003,12:15:23 14/03/2022,-80
5,2003,12:15:23 14/03/2022,-78
5,2003,12:15:33 14/03/2022,-77
5,2001,12:15:33 14/03/2022,-80
5,1003,12:15:33 14/03/2022,-82
5,1008,12:15:33 14/03/2022,-80
5,1008,12:15:43 14/03/2022,-81
5,2003,12:15:43 14/03/2022,-76
5,1003,12:15:43 14/03/2022,-79
5,2001,12:15:43 14/03/2022,-78
5,2003,12:15:53 14/03/2022,-79
5,1003,12:15:53 14/03/2022,-81
5,2001,12:15:53 14/03/2022,-79
5,1008,12:15:53 14/03/2022,-81
5,1003,12:16:03 14/03/2022,-82
5,2003,12:16:03 14/03/2022,-77
5,2001,12:16:03 14/03/2022,-79
5,2003,12:16:43 14/03/2022,-82
5,2003,12:17:43 14/03/2022,-82
